165 	 44 
ID 	NL/450/88 	BE/353/89 	GU/54/89 	NL/620/89 	HK/34/90 	VI/2/90 	LY/1149/91 	BE/32A/92 	BE/32V/92 	BE/32B/92 	GD/25/93 	MA/G252/93 	OS/2352/93 	SD/9/93 	JO/33/94 	NL/18/94 	PR/413/94 	FI/338/95 	GE/A9509/95 	LY/2279/95 	NA/933/95 	NL/1/95 	NL/47/95 	NL/218/95 	WU/359B/95 	BR/8/96 	NL/172/96 	SP/1/96 	AU/10/97 	NL/286/97 	SY/5A/97 	SY/5B/97 	SY/5HAY/97 	SY/5V/97 	NL/5/98 	MW/10/99 	PM/2007/99 	NL/118/01 	NL/124/01 	NL/126/01 	FU/411/02 	NL/1/02 	NL/22/03 	NL/88/03 
MA/G102/93 	57 	65 	0 	320 	444 	<10 	0 	626 	0 	305 	160 	101 	1522 	2114 	698 	0 	320 	640 	366 	160 	80 	1993 	0 	415 	0 	160 	133 	49 	160 	0 	0 	<40 	0 	0 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MA/G109/93 	80 	80 	0 	320 	320 	<40 	40 	453 	0 	0 	1920 	0 	0 	1600 	1120 	320 	0 	1280 	0 	480 	0 	0 	0 	0 	0 	0 	140 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MA/G116/93 	320 	320 	0 	1280 	0 	1280 	1280 	80 	0 	0 	0 	0 	0 	60 	<5 	0 	0 	0 	0 	<10 	<5 	0 	0 	0 	0 	0 	15 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MA/G122/93 	80 	80 	0 	320 	640 	<40 	40 	905 	0 	0 	7680 	0 	0 	2560 	7680 	640 	0 	7680 	0 	960 	0 	0 	0 	0 	0 	0 	240 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MA/G130/93 	80 	80 	0 	320 	320 	<40 	20 	784 	0 	0 	80 	0 	0 	1920 	240 	25 	0 	560 	0 	40 	0 	0 	0 	0 	0 	0 	35 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MA/G252/93 	40 	80 	0 	0 	50 	<10 	29 	68 	0 	0 	309 	1076 	80 	203 	338 	1600 	640 	480 	0 	1600 	0 	160 	0 	320 	0 	0 	339 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/3/93 	320 	160 	0 	640 	640 	80 	160 	1431 	0 	0 	2240 	0 	0 	1693 	876 	280 	0 	2240 	0 	253 	20 	0 	0 	0 	0 	0 	98 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/17/93 	320 	320 	0 	1280 	0 	80 	80 	1280 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/101/93 	160 	80 	0 	320 	200 	<40 	40 	0 	0 	0 	40 	0 	0 	800 	120 	30 	0 	320 	0 	80 	0 	0 	0 	0 	0 	0 	20 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/115/93 	80 	80 	0 	320 	280 	<40 	40 	0 	0 	0 	90 	0 	0 	1120 	240 	35 	0 	480 	0 	90 	0 	0 	0 	0 	0 	0 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/126/93 	160 	80 	0 	320 	160 	<40 	40 	0 	0 	0 	60 	0 	0 	640 	160 	18 	0 	360 	0 	23 	0 	0 	0 	0 	0 	0 	20 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/165/93 	160 	320 	0 	640 	0 	640 	640 	80 	0 	0 	0 	0 	0 	40 	<5 	0 	0 	10 	0 	<5 	<5 	0 	0 	0 	0 	0 	10 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/179/93 	320 	320 	0 	320 	0 	<40 	80 	1280 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/241/93 	40 	78 	0 	0 	335 	<10 	48 	320 	0 	160 	1280 	453 	1884 	1810 	0 	0 	1810 	1280 	1280 	320 	57 	3836 	0 	2100 	0 	243 	186 	98 	160 	0 	0 	<40 	0 	0 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/357/93 	0 	80 	0 	0 	733 	0 	40 	689 	0 	453 	480 	0 	0 	1920 	800 	80 	0 	2560 	0 	320 	0 	0 	0 	0 	0 	0 	70 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/371/93 	0 	40 	0 	0 	77 	0 	20 	153 	0 	80 	1920 	160 	0 	701 	1120 	140 	0 	554 	0 	212 	20 	0 	0 	0 	0 	0 	75 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/372/93 	0 	80 	0 	0 	67 	0 	40 	40 	0 	50 	200 	640 	0 	306 	320 	1280 	0 	480 	0 	1280 	0 	0 	0 	0 	0 	0 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/398/93 	0 	160 	0 	0 	1737 	0 	80 	1224 	0 	640 	2240 	0 	0 	2240 	1120 	640 	0 	1600 	0 	1120 	0 	0 	0 	0 	0 	0 	240 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/399/93 	0 	80 	0 	0 	117 	0 	40 	190 	0 	92 	70 	320 	0 	423 	240 	560 	0 	400 	0 	280 	0 	0 	0 	0 	0 	0 	400 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/440/93 	0 	139 	0 	0 	689 	0 	40 	923 	0 	453 	320 	0 	0 	3200 	560 	80 	0 	1920 	0 	320 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OS/2219/93 	0 	80 	0 	0 	231 	0 	20 	403 	0 	226 	2560 	0 	0 	4480 	2560 	400 	0 	3200 	0 	640 	0 	0 	0 	0 	0 	0 	240 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OS/2352/93 	0 	50 	0 	0 	365 	0 	0 	381 	0 	202 	58 	50 	1280 	927 	315 	20 	160 	1440 	0 	70 	0 	1280 	0 	0 	0 	0 	35 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
PA/287/93 	640 	320 	0 	2560 	0 	640 	1280 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SD/9/93 	0 	0 	<10 	0 	298 	0 	<10 	506 	160 	253 	0 	71 	640 	969 	252 	0 	160 	640 	320 	35 	20 	328 	320 	160 	0 	0 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SG/6/93 	<10 	<10 	0 	40 	400 	<40 	<10 	554 	0 	0 	240 	0 	0 	3200 	400 	20 	0 	1920 	0 	280 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SL/142/93 	0 	0 	0 	0 	1197 	0 	40 	560 	0 	0 	560 	0 	640 	1224 	320 	50 	160 	280 	0 	120 	0 	0 	0 	0 	0 	0 	80 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SL/160/93 	0 	0 	0 	0 	196 	0 	<40 	320 	0 	0 	2560 	0 	320 	0 	1280 	280 	640 	1920 	0 	480 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SP/3/93 	0 	40 	0 	0 	345 	0 	20 	386 	0 	320 	120 	80 	0 	2024 	280 	35 	0 	960 	0 	100 	0 	0 	0 	0 	0 	0 	80 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ST/20/93 	0 	183 	0 	0 	402 	0 	92 	421 	0 	291 	3840 	453 	0 	1781 	2395 	320 	0 	2240 	0 	453 	80 	0 	0 	0 	0 	0 	416 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
VI/104/93 	0 	40 	0 	0 	386 	0 	20 	640 	0 	320 	160 	0 	0 	3200 	320 	90 	0 	800 	0 	140 	0 	0 	0 	0 	0 	0 	240 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
WE/59/93 	0 	40 	0 	0 	231 	0 	10 	350 	0 	113 	960 	0 	0 	1120 	1280 	120 	0 	1600 	0 	280 	0 	0 	0 	0 	0 	0 	200 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
YA/56/93 	<10 	40 	0 	<10 	320 	<40 	<10 	599 	0 	0 	160 	0 	0 	1600 	320 	25 	0 	1120 	0 	120 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
YA/61/93 	<10 	20 	0 	40 	180 	<40 	<10 	0 	0 	0 	70 	0 	0 	560 	140 	13 	0 	400 	0 	50 	0 	0 	0 	0 	0 	0 	13 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
YA/62/93 	<10 	<10 	0 	40 	200 	<40 	<10 	423 	0 	0 	70 	0 	0 	1120 	200 	45 	0 	800 	0 	90 	0 	0 	0 	0 	0 	0 	90 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EN/7/94 	0 	0 	0 	0 	57 	0 	<40 	80 	0 	0 	400 	0 	80 	193 	560 	3200 	1280 	640 	0 	2240 	0 	0 	0 	0 	0 	0 	480 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/1/94 	0 	160 	0 	0 	212 	0 	160 	196 	0 	160 	1920 	160 	0 	1568 	2560 	400 	0 	3200 	0 	640 	0 	0 	0 	0 	0 	0 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/2/94 	0 	160 	0 	0 	277 	0 	80 	196 	0 	160 	1120 	160 	0 	1197 	960 	240 	0 	800 	0 	280 	0 	0 	0 	0 	0 	0 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/55/94 	0 	80 	0 	0 	291 	0 	80 	299 	0 	160 	2326 	320 	1280 	1338 	2326 	2240 	1280 	1600 	0 	1920 	0 	2560 	0 	0 	0 	0 	560 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/56/94 	0 	160 	0 	0 	320 	0 	80 	358 	0 	160 	4480 	320 	0 	2217 	4480 	400 	0 	4480 	0 	1600 	0 	0 	0 	0 	0 	0 	320 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
JO/33/94 	0 	<10 	<10 	0 	0 	0 	<40 	0 	53 	0 	907 	80 	298 	300 	0 	40 	1280 	254 	640 	253 	0 	884 	158 	1555 	0 	80 	80 	0 	<10 	20 	0 	<40 	0 	<10 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 
JO/47/94 	0 	0 	0 	0 	0 	0 	<40 	200 	0 	0 	1197 	320 	320 	583 	1358 	70 	1280 	140 	0 	45 	0 	1280 	0 	0 	0 	0 	40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/18/94 	0 	0 	0 	0 	400 	0 	0 	400 	19 	0 	0 	0 	0 	3840 	0 	400 	0 	2880 	0 	733 	69 	63 	640 	210 	0 	0 	214 	53 	<10 	253 	0 	0 	0 	<10 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SA/15/94 	0 	160 	0 	0 	554 	0 	80 	554 	0 	160 	2240 	320 	0 	2024 	5120 	480 	0 	10240 	0 	960 	0 	0 	0 	0 	0 	0 	320 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SA/25/94 	0 	160 	0 	0 	599 	0 	80 	320 	0 	80 	5120 	160 	0 	2560 	6400 	480 	0 	7680 	0 	960 	0 	0 	0 	0 	0 	0 	320 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
FI/338/95 	0 	0 	0 	0 	0 	0 	101 	160 	0 	0 	0 	320 	160 	180 	278 	2560 	640 	1177 	1016 	0 	80 	139 	640 	640 	0 	0 	733 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
FI/339/95 	0 	0 	0 	0 	20 	0 	<40 	40 	0 	0 	0 	0 	80 	101 	462 	1920 	0 	640 	640 	1109 	0 	226 	320 	1280 	0 	0 	280 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
FI/381/95 	0 	0 	0 	0 	20 	0 	<40 	70 	0 	0 	640 	0 	0 	240 	454 	1280 	0 	749 	489 	1109 	100 	277 	531 	867 	0 	0 	320 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
GE/A9509/95 	0 	0 	0 	0 	113 	0 	57 	80 	0 	0 	0 	320 	226 	263 	337 	60 	320 	640 	1280 	254 	40 	320 	160 	806 	0 	0 	120 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/3/95 	0 	0 	0 	0 	320 	0 	80 	640 	0 	0 	733 	0 	1280 	1943 	1358 	160 	0 	1920 	0 	280 	0 	2560 	0 	0 	0 	0 	560 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/32/95 	0 	0 	0 	0 	277 	0 	80 	240 	0 	0 	2930 	640 	1810 	1595 	3225 	160 	2560 	1280 	0 	640 	0 	5120 	0 	0 	0 	0 	320 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/38/95 	0 	0 	0 	0 	480 	0 	80 	480 	0 	0 	960 	0 	0 	960 	1280 	320 	0 	1280 	2560 	960 	80 	1280 	640 	1280 	0 	0 	640 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/49/95 	0 	0 	0 	0 	20 	0 	120 	60 	0 	0 	320 	0 	0 	320 	762 	3200 	0 	1037 	960 	3840 	80 	800 	1920 	1280 	0 	0 	960 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/55/95 	0 	0 	0 	0 	640 	0 	73 	1120 	0 	0 	200 	0 	0 	1920 	323 	800 	0 	826 	584 	558 	567 	221 	489 	315 	0 	1280 	1171 	1280 	320 	0 	0 	80 	0 	0 	1280 	0 	0 	0 	0 	0 	0 	0 	0 	0 
LY/2279/95 	0 	0 	0 	0 	0 	0 	88 	0 	0 	0 	0 	0 	0 	320 	497 	587 	0 	1071 	618 	794 	124 	459 	770 	403 	0 	640 	512 	204 	0 	480 	0 	320 	0 	120 	366 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NA/933/95 	0 	0 	0 	0 	140 	0 	98 	320 	0 	0 	85 	0 	0 	420 	0 	0 	0 	0 	413 	0 	613 	140 	366 	355 	0 	0 	784 	1600 	55 	480 	160 	80 	0 	90 	1817 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/1/95 	<10 	<10 	0 	0 	320 	<10 	74 	0 	0 	0 	1402 	453 	1301 	1092 	1607 	560 	1280 	1613 	2833 	529 	0 	4318 	269 	3763 	0 	92 	0 	0 	0 	20 	0 	<40 	0 	<10 	101 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/271/95 	0 	0 	0 	0 	<5 	0 	80 	13 	0 	0 	280 	0 	0 	70 	243 	3840 	0 	599 	320 	4480 	160 	320 	1280 	640 	0 	0 	960 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
VI/75/95 	0 	0 	0 	0 	320 	0 	40 	320 	0 	0 	1280 	0 	0 	1280 	549 	320 	0 	792 	800 	1120 	50 	720 	280 	960 	0 	0 	320 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
WU/359/95 	0 	0 	0 	0 	0 	0 	52 	0 	0 	0 	0 	0 	0 	0 	195 	0 	0 	427 	370 	177 	481 	89 	185 	167 	2560 	970 	443 	861 	320 	0 	113 	320 	60 	0 	1810 	20 	0 	0 	0 	0 	0 	0 	0 	0 
BR/8/96 	0 	0 	0 	0 	100 	0 	0 	100 	0 	0 	120 	0 	0 	198 	71 	280 	0 	0 	113 	162 	389 	0 	0 	133 	0 	640 	908 	0 	640 	0 	0 	320 	0 	0 	160 	0 	0 	0 	0 	0 	0 	0 	0 	0 
GE/3958/96 	0 	0 	0 	0 	80 	0 	160 	120 	0 	0 	50 	0 	0 	320 	524 	320 	0 	757 	757 	610 	1214 	370 	757 	559 	0 	2560 	1208 	2560 	1280 	0 	0 	320 	0 	0 	5120 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/20/96 	0 	0 	0 	0 	80 	0 	160 	80 	0 	0 	80 	0 	0 	320 	269 	320 	0 	554 	640 	614 	473 	195 	640 	336 	0 	1280 	1199 	1280 	640 	0 	0 	1002 	0 	0 	1280 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/42/96 	0 	0 	0 	0 	120 	0 	80 	90 	0 	0 	200 	0 	0 	320 	1054 	160 	0 	1358 	1280 	287 	48 	1324 	320 	1233 	0 	153 	92 	0 	320 	0 	0 	<40 	0 	0 	80 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/357/96 	0 	0 	0 	0 	100 	0 	160 	120 	0 	0 	160 	0 	0 	400 	366 	400 	0 	784 	640 	960 	320 	160 	640 	640 	0 	0 	2560 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/358/96 	0 	0 	0 	0 	60 	0 	80 	60 	0 	0 	40 	0 	0 	240 	202 	240 	0 	240 	320 	320 	240 	120 	160 	160 	0 	0 	640 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/434/96 	0 	0 	0 	0 	80 	0 	<40 	80 	0 	0 	2240 	0 	0 	320 	1224 	140 	0 	423 	640 	183 	0 	453 	160 	905 	0 	<40 	59 	<40 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
LY/1781/96 	0 	0 	0 	0 	100 	0 	0 	200 	0 	0 	100 	0 	0 	640 	240 	360 	0 	560 	0 	569 	905 	320 	0 	320 	0 	0 	614 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/91/96 	0 	0 	0 	0 	640 	0 	160 	40 	0 	0 	720 	0 	0 	720 	0 	80 	0 	784 	1280 	200 	0 	1280 	640 	2560 	0 	0 	60 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SP/1/96 	0 	0 	0 	0 	280 	0 	57 	140 	0 	0 	106 	0 	0 	1120 	218 	0 	0 	0 	226 	488 	505 	128 	166 	135 	0 	685 	606 	747 	0 	720 	0 	320 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
AU/10/97 	0 	0 	0 	0 	0 	0 	0 	0 	<10 	0 	<10 	0 	0 	0 	<10 	38 	0 	0 	0 	0 	0 	0 	16 	0 	0 	80 	223 	0 	4434 	60 	0 	2560 	0 	7680 	196 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/1/97 	0 	0 	0 	0 	120 	0 	0 	160 	0 	0 	240 	0 	0 	160 	80 	160 	0 	80 	0 	400 	513 	187 	0 	266 	0 	1280 	969 	1280 	320 	0 	0 	105 	0 	0 	1846 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/280/97 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	320 	516 	80 	0 	96 	0 	923 	753 	640 	640 	0 	0 	320 	0 	0 	923 	0 	0 	0 	0 	0 	0 	0 	0 	0 
JO/10/97 	0 	0 	0 	0 	120 	0 	0 	320 	0 	0 	90 	0 	0 	358 	98 	320 	0 	253 	0 	264 	278 	80 	0 	160 	0 	0 	494 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NE/491/97 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	160 	0 	0 	0 	0 	320 	378 	109 	0 	105 	0 	462 	467 	640 	640 	0 	0 	250 	0 	0 	923 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/300/97 	0 	<10 	0 	0 	0 	0 	0 	0 	<10 	0 	<10 	0 	0 	0 	<10 	0 	0 	0 	0 	63 	0 	0 	0 	0 	0 	115 	381 	48 	3880 	160 	0 	2560 	0 	2560 	211 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OS/21/97 	0 	0 	0 	0 	50 	0 	0 	800 	0 	0 	70 	0 	0 	560 	160 	1120 	0 	1120 	0 	402 	453 	80 	0 	160 	0 	0 	556 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
OS/244/97 	0 	0 	0 	0 	160 	0 	0 	160 	0 	0 	60 	0 	0 	320 	240 	320 	0 	560 	0 	368 	640 	160 	0 	320 	0 	0 	678 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
SY/5/97 	0 	<10 	0 	0 	<5 	0 	0 	<5 	<10 	0 	<5 	0 	0 	<5 	<5 	0 	0 	70 	0 	45 	0 	0 	<10 	0 	320 	80 	116 	0 	3880 	45 	3541 	3880 	3840 	2880 	88 	1353 	2032 	1466 	1600 	640 	160 	480 	320 	1280 
NL/5/98 	0 	0 	0 	0 	200 	0 	0 	100 	0 	0 	99 	0 	0 	480 	400 	640 	0 	1120 	0 	422 	383 	160 	0 	0 	1810 	1280 	475 	2104 	79 	960 	160 	164 	60 	80 	3056 	80 	0 	0 	30 	0 	<10 	0 	10 	<10 
NL/414/98 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	640 	0 	0 	0 	320 	0 	317 	67 	3413 	120 	1533 	2560 	1280 	3200 	0 	1934 	0 	0 	0 	0 	0 	0 	0 	0 
NL/427/98 	0 	0 	0 	0 	0 	0 	0 	0 	<10 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	30 	0 	0 	0 	0 	0 	145 	30 	2560 	0 	2217 	1280 	1280 	2560 	115 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NL/462/98 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	960 	0 	0 	0 	80 	0 	0 	0 	0 	0 	3004 	7680 	960 	0 	0 	1604 	1280 	0 	0 	0 	80 	0 	320 	640 
MW/10/99 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	80 	0 	58 	0 	0 	0 	1201 	0 	0 	0 	160 	0 	403 	1197 	960 	599 	40 	480 	160 	160 
NL/301/99 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	80 	0 	86 	0 	0 	0 	1874 	0 	0 	0 	320 	2486 	1280 	1920 	0 	2560 	0 	1280 	0 	0 
PM/2007/99 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1753 	0 	0 	0 	0 	1465 	2189 	2933 	2240 	2217 	40 	2560 	320 	1280 
NL/3/00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	20 	25 	0 	0 	0 	0 	35 	320 	0 	0 	0 	80 	0 	0 	0 	0 	0 	458 	0 	0 	0 	80 	694 	0 	0 	0 	0 	0 	0 	0 	0 
NL/118/01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3505 	3387 	2933 	3840 	2024 	0 	1280 	0 	0 
NL/124/01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	25 	0 	0 	0 	0 	0 	0 	0 	0 	80 	160 	0 	0 	0 	160 	0 	280 	40 	0 	0 	480 	0 	0 	0 	0 	1440 	640 	1440 	1011 	960 	640 	0 	640 	1120 
NL/126/01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	669 	0 	0 	0 	0 	784 	847 	1339 	1440 	1358 	0 	960 	0 	0 
