512	133																																																																																																																																				
ID 	HK/1/1968 	HK/107/1971 	BI/21793/1972 	EN/42/1972 	PC/1/1973 	BI/5930/1974 	SL/840/1974 	VI/3A/1975 	VI/3C/1975 	AM/1609/1977 	TE/1A/1977 	TE/1B/1977 	BI/2461/1978 	BA/1/1979 	BA/2/1979 	EN/496/1980 	NL/209/1980 	RD/577/1980 	SH/31/1980 	NL/233/1982 	NL/241/1982 	PH/2/1982 	PH/2V/1982 	CE/1A/1984 	CE/1B/1984 	CC/4/1985 	NL/330/1985 	NL/333/1985 	ST/10/1985 	WE/4/1985 	CO/2/1986 	LE/360/1986 	SH/11/1987 	SI/2/1987 	VI/7/1987 	NL/450/1988 	BE/353/1989 	GU/54/1989 	NL/620/1989 	HK/34/1990 	VI/2/1990 	LY/1149/1991 	BE/32A/1992 	BE/32V/1992 	BE/32B/1992 	GD/25/1993 	MA/G252/1993 	OS/2352/1993 	SD/9/1993 	JO/33/1994 	NL/18/1994 	PR/413/1994 	FI/338/1995 	GE/A9509/1995 	LY/2279/1995 	NA/933/1995 	NL/1/1995 	NL/47/1995 	NL/218/1995 	WU/359B/1995 	BR/8/1996 	NL/172/1996 	SP/1/1996 	AU/10/1997 	NL/286/1997 	SY/5A/1997 	SY/5B/1997 	SY/5HAY/1997 	SY/5V/1997 	NL/5/1998 	MW/10/1999 	PM/2007/1999 	FUJIAN/140/2000 	NL/118/2001 	NL/124/2001 	NL/126/2001 	NEW-YORK/55/2001 	FU/411/2002 	NL/1/2002 	KOREA/770-LOT-2003-30/2002 	BRISBANE/6/2002 	HONG-KONG/1550/2002 	KUMAMOTO/102/2002 	PHILIPPINES/472/2002 	NL/22/2003 	NL/88/2003 	TEXAS/40-LOT-2004-029/2003 	HONG-KONG/1186-LOT-2003-100/2003 	SHANGHAI/369-LOT-2003-88/2003 	SOFIA/141-LOT-2003-99-NEW/2003 	AUCKLAND/6/2003 	CHRISTCHURCH/28/2003 	WYOMING/3/2003 	CALIFORNIA/7-LOT-2005-025/2004 	TEXAS/6-LOT-2005-008/2004 	TENNESSEE/6-LOT-2005-013/2004 	NORTH-DAKOTA/1-LOT-2005-021/2004 	NEPAL/1646-LOT-2005-009/2004 	HONG-KONG/2874-LOT-2005-010/2004 	CALIFORNIA/7/2004 	MALAYSIA/1/2004 	SINGAPORE/37/2004 	VICTORIA/110/2004 	VICTORIA/500/2004 	VICTORIA/513/2004 	WELLINGTON/1/2004 	AOMORI/43/2004 	HIROSHIMA/39/2004 	OSAKA/56/2004 	BRAZIL/1742-LOT-2006-016/2005 	HONG-KONG/2831-LOT-2005-087/2005 	BRISBANE/3/2005 	MALAYSIA/753/2005 	VICTORIA/512/2005 	ANHUI/1239/2005 	GUNMA/16-NO-2/2005 	HIROSHIMA/52-NO-2/2005 	OKINAWA/22-NO-2/2005 	WISCONSIN/67/2005 	KENTUCKY/3-LOT-2006-136/2006 	UKRAINE/13-LOT-2006-134/2006 	CANADA/1212-LOT/2006 	FLORIDA/2-LOT-2007-033/2006 	HONG-KONG/218-LOT/2006 	SANTIAGO/7981-LOT-2007-031/2006 	BRISBANE/9/2006 	VICTORIA/503/2006 	HIROSHIMA/33-NO-2/2006 	SENDAI/F131-NO-2/2006 	HAWAII/8-LOT-2007-070/2007 	WISCONSIN/3-LOT-2007-089-AND-2007-090-POOL/2007 	JAPAN/7288-LOT-2007-097/2007 	THAILAND/31/2007 
BI/5657/1976 	<10 	0	0	160	320	0	80	905	1280	1280	98	320	80	0	160	<20 	0	0	0	0	0	0	0	0	20	0	0	0	80	200	240	0	0	0	<20 	0	<20 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI/6545/1976 	0	0	0	210	320	0	80	905	1280	1600	61	320	80	<10 	100	0	0	0	0	0	0	80	0	0	20	40	80	0	80	113	320	80	0	0	<20 	0	<20 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM/1609/1977 	10	0	160	320	320	640	80	2560	0	2560	105	0	<10 	<10 	0	80	320	<10 	0	80	320	160	0	0	0	0	139	0	160	160	0	0	0	0	0	<10 	0	0	0	0	<10 	<10 	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI/3895/1977 	10	0	0	320	320	0	160	1016	1120	1280	77	320	80	<10 	160	0	0	0	0	0	0	120	0	0	20	0	120	0	80	160	320	0	0	0	<20 	0	<20 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RD/5828/1977 	60	0	0	320	320	0	320	905	640	1280	179	120	70	0	20	<20 	0	0	0	0	0	0	0	0	20	0	0	0	20	40	40	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RD/8179/1977 	40	0	0	320	640	0	160	1197	1280	2560	126	320	100	0	80	<20 	0	0	0	0	0	0	0	0	<20 	0	0	0	80	160	320	0	0	0	<20 	0	<20 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE/1/1977 	0	<10 	0	80	320	0	<10 	0	320	0	248	2560	0	254	0	1280	0	0	0	0	0	496	320	0	0	0	453	320	0	453	0	320	40	<10 	0	0	<10 	<10 	0	0	0	0	0	<10 	0	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/209/1980 	<10 	0	<10 	15	0	80	<10 	57	560	226	421	2560	3620	302	1016	0	2560	5120	640	1280	2560	844	0	0	240	960	1016	0	1431	1280	10240	640	0	80	25	0	20	0	0	0	<10 	<10 	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RD/577/1980 	<10 	0	<10 	10	0	80	<10 	53	640	320	716	2560	2449	226	905	2032	5120	2560	640	2560	2560	842	0	0	179	1120	1016	0	1280	972	8095	960	0	80	28	0	<20 	0	0	0	<10 	<10 	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI/4791/1981 	0	0	0	0	0	0	0	0	0	0	640	2560	0	453	1280	1810	0	0	640	0	0	905	0	0	0	0	0	0	0	2560	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI/10684/1982 	0	0	0	0	0	0	0	0	0	0	1280	2560	0	453	905	3620	0	0	960	0	0	1280	0	0	0	0	0	0	0	2560	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/233/1982 	0	0	<10 	0	0	<10 	0	20	200	226	0	640	905	0	640	640	1280	1280	0	2560	5120	0	0	0	120	0	2560	0	905	960	2560	0	0	0	40	40	20	0	0	0	<10 	<10 	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/241/1982 	0	0	<10 	0	0	<10 	0	40	320	172	200	1280	972	0	1120	1280	2560	640	0	1280	2560	0	0	0	113	0	1280	0	1280	1280	3620	0	0	0	40	80	35	0	0	0	<10 	<10 	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PH/2/1982 	<10 	<10 	0	<10 	<10 	0	<10 	0	<10 	0	0	640	0	0	0	196	0	0	0	0	2560	0	2480	640	40	0	784	640	0	462	0	226	80	190	0	320	<10 	<10 	0	0	0	0	0	<10 	0	<10 	0	0	0	<10 	<10 	0	0	0	<10 	<10 	<10 	<10 	<10 	0	0	<10 	<10 	<10 	<10 	0	0	0	<10 	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OS/13676/1983 	0	0	0	0	0	0	0	0	0	0	0	2560	0	640	1280	5120	0	0	0	0	0	2560	0	0	0	0	0	0	0	2560	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE/1/1984 	0	0	0	0	0	0	0	0	0	0	320	0	0	40	0	0	0	0	0	0	0	160	0	1280	640	0	0	1280	0	0	0	320	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF/V728/1985 	0	0	0	0	0	0	0	0	0	0	80	0	0	40	0	240	0	0	0	0	0	320	0	0	0	0	1280	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/330/1985 	0	0	<10 	0	0	<10 	0	20	160	0	160	320	441	40	640	506	640	320	0	320	1280	1280	0	0	277	0	1810	0	1431	2395	8868	0	0	0	113	320	25	0	0	0	<10 	<10 	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST/10/1985 	0	0	<10 	0	0	<10 	0	40	80	0	0	320	358	0	640	320	640	320	0	320	2560	0	0	0	400	0	2560	0	3620	2560	8960	0	0	0	640	640	160	0	0	0	<10 	80	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WE/4/1985 	<10 	0	0	<10 	0	0	<10 	20	0	0	139	0	0	50	0	333	0	0	0	0	0	557	0	0	0	640	905	640	0	2153	0	1920	0	320	554	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO/2/1986 	<10 	0	<10 	<10 	0	<10 	<10 	28	120	0	160	400	226	34	960	386	640	320	0	320	2560	571	0	0	100	640	1280	640	3620	2382	10240	2560	0	120	318	1280	160	0	0	0	<10 	80	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE/360/1986 	0	<10 	0	<10 	<10 	0	<10 	0	<10 	0	113	0	0	0	0	160	0	0	0	0	160	320	160	160	40	0	453	320	0	1786	0	640	320	57	160	905	<10 	80	0	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH/11/1987 	0	<10 	0	<10 	<10 	0	<10 	0	<10 	0	0	<10 	0	<10 	0	0	0	0	0	0	0	0	<10 	0	0	0	160	0	0	970	320	80	1613	905	320	3880	67	0	640	0	160	0	0	<10 	0	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SI/2/1987 	<10 	<10 	0	<10 	<10 	0	<10 	0	<10 	0	35	240	0	0	0	30	0	0	0	0	0	49	200	0	0	0	277	0	0	0	320	160	3620	1824	0	3225	247	905	640	0	40	0	0	47	0	<10 	0	0	0	<10 	<10 	0	0	0	<10 	<10 	<10 	<10 	<10 	0	0	<10 	<10 	<10 	<10 	0	0	0	<10 	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VI/7/1987 	0	0	0	0	0	0	0	0	0	0	46	0	0	20	0	77	0	0	0	0	0	43	0	0	0	0	325	0	0	470	0	0	806	211	1437	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC/2/1988 	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	160	0	0	0	0	0	640	0	0	0	0	1016	0	0	5120	0	0	0	40	320	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EN/427/1988 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	1280	0	0	0	2560	640	2560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/450/1988 	0	0	<10 	0	0	<10 	0	20	<20 	0	52	120	0	18	160	0	<10 	<10 	0	<10 	<10 	65	0	0	140	0	556	0	1280	2774	4661	0	7760	2792	890	5653	345	10240	10240	0	1076	320	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST/12/1988 	0	0	0	0	0	0	0	0	0	0	40	0	0	40	0	80	0	0	0	0	0	40	0	0	0	0	403	0	0	0	5120	0	10240	4064	1016	0	320	10240	10240	0	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT/211/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	1280	1280	0	2560	320	2560	2560	0	0	10240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BE/352/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	480	0	240	120	0	320	2334	0	1280	640	480	1280	40	0	80	0	40	0	80	60	0	0	80	0	70	<5 	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BE/353/1989 	<10 	<10 	0	<10 	<10 	0	<10 	<20 	<10 	<20 	<20 	<10 	<20 	<10 	20	<20 	0	0	0	0	0	0	<10 	0	<20 	0	0	0	80	226	320	80	139	120	480	320	1488	80	1280	229	640	458	14	21	53	<5 	<10 	0	0	<5 	<5 	0	<5 	0	<5 	<5 	<10 	<10 	<10 	0	0	0	<10 	<10 	<10 	0	0	0	<10 	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GE/5007/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	2032	2560	0	5120	1280	905	4064	0	10240	10240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU/54/1989 	0	<10 	0	<10 	<10 	0	<10 	0	<10 	0	0	120	0	<10 	0	0	0	0	0	0	0	0	<10 	0	0	0	160	0	0	640	160	80	0	557	80	1280	80	0	640	0	160	0	0	40	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK/1/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	2560	2560	0	5881	1280	905	5120	320	10240	11763	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/620/1989 	0	0	<10 	0	0	<10 	0	20	<20 	0	0	20	<10 	0	40	<20 	<10 	<10 	0	<10 	<10 	0	0	0	40	0	453	0	905	2217	2560	0	10240	1280	1280	2560	400	10240	20480	0	320	640	0	0	0	0	<10 	0	0	0	0	0	0	0	0	0	<10 	0	<10 	0	0	<10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/650/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	1016	320	0	5120	640	80	1280	0	10240	5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL/738/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	640	254	0	5120	320	28	1280	0	2560	5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP/34/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	1280	640	0	2560	320	160	1280	0	0	10240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP/35/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	1280	2229	0	2560	557	453	2229	320	5120	10240	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP/36/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	640	640	0	2560	320	320	640	0	0	5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP/40/1989 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	403	806	0	2560	320	1810	1280	0	2560	6451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
