253	79
ID	HK/1/68 	HK/107/71 	BI/21793/72 	EN/42/72 	PC/1/73 	BI/5930/74 	SL/840/74 	VI/3A/75 	VI/3C/75 	AM/1609/77 	TE/1A/77 	TE/1B/77 	BI/2461/78 	BA/1/79 	BA/2/79 	EN/496/80 	NL/209/80 	RD/577/80 	SH/31/80 	NL/233/82 	NL/241/82 	PH/2/82 	PH/2V/82 	CE/1A/84 	CE/1B/84 	CC/4/85 	NL/330/85 	NL/333/85 	ST/10/85 	WE/4/85 	CO/2/86 	LE/360/86 	SH/11/87 	SI/2/87 	VI/7/87 	NL/450/88 	BE/353/89 	GU/54/89 	NL/620/89 	HK/34/90 	VI/2/90 	LY/1149/91 	BE/32A/92 	BE/32V/92 	BE/32B/92 	GD/25/93 	MA/G252/93 	OS/2352/93 	SD/9/93 	JO/33/94 	NL/18/94 	PR/413/94 	FI/338/95 	GE/A9509/95 	LY/2279/95 	NA/933/95 	NL/1/95 	NL/47/95 	NL/218/95 	WU/359B/95 	BR/8/96 	NL/172/96 	SP/1/96 	AU/10/97 	NL/286/97 	SY/5A/97 	SY/5B/97 	SY/5HAY/97 	SY/5V/97 	NL/5/98 	MW/10/99 	PM/2007/99 	NL/118/01 	NL/124/01 	NL/126/01 	FU/411/02 	NL/1/02 	NL/22/03 	NL/88/03
BI/21438/71  	1.149985e+01 	0 	0 	9.499846e+00 	7.797013e+00 	0 	7.292782e+00 	7.153805e+00 	5.000000e+00 	5.000000e+00 	0 	6.000000e+00 	4.500154e+00 	6 	6.000000e+00 	3 	0 	0 	0 	0 	0 	4 	0 	0 	7.000000e+00 	0 	4 	0 	4.500154e+00 	0 	3 	4 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/21801/71  	1.149985e+01 	0 	0 	9.499846e+00 	8 	0 	7.292782e+00 	7.121015e+00 	5.000000e+00 	5.000000e+00 	0 	5.807355e+00 	4.500154e+00 	6 	6.000000e+00 	3 	0 	0 	0 	0 	0 	4 	0 	0 	7.000000e+00 	0 	4 	0 	4.500154e+00 	0 	3 	4 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
HK/107/71  	0 	12 	0 	8 	11 	0 	9 	0 	4 	0 	0 	4 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	4.045804e+00 	0 	0 	0 	0 	0 	0 	0 	0 	4 	2 	3.333243e+00 	0 	0 	3 	2 	0 	0 	0 	0 	0 	5.227850e+00 	0 	0 	0 	0 	0 	2.415037e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/6022/72  	1.050144e+01 	0 	0 	9.499846e+00 	8.498251e+00 	0 	8.498251e+00 	8.201634e+00 	5.000000e+00 	5.000000e+00 	0 	7.000000e+00 	4.500154e+00 	6 	6.000000e+00 	3 	0 	0 	0 	0 	0 	4 	0 	0 	7.000000e+00 	0 	4 	0 	4.500154e+00 	0 	3 	4 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/21793/72  	8 	0 	12 	10 	11 	12 	10 	8 	0 	4 	6.333243e+00 	0 	3.500154e+00 	6 	0 	3 	3 	3 	0 	4 	3 	4 	0 	0 	0 	0 	4 	0 	3.500154e+00 	3 	0 	0 	0 	0 	0 	2.499955e+00 	0 	0 	0 	0 	3 	4 	0 	0 	0 	0 	5.250466e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	3.444261e+00 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/23290/72  	8 	0 	0 	9 	10 	0 	9 	8.498251e+00 	7.000000e+00 	5.000000e+00 	0 	8 	4.500154e+00 	0 	6.000000e+00 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	4.500154e+00 	4.000000e+00 	3 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/23337/72  	8 	0 	0 	9 	10 	0 	9 	8.498251e+00 	7.000000e+00 	5.000000e+00 	0 	8 	4.500154e+00 	0 	6.000000e+00 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	4.500154e+00 	4.000000e+00 	3 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EN/42/72  	0 	6.000000e+00 	0 	12 	11 	0 	10 	0 	8 	0 	0 	4 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	4.045804e+00 	0 	0 	0 	0 	0 	0 	0 	0 	4 	2 	3.333243e+00 	0 	0 	3 	2 	0 	0 	0 	0 	0 	5.227850e+00 	0 	0 	0 	0 	0 	2.415037e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/552/73  	9 	0 	0 	9 	11 	0 	10 	8.498251e+00 	7.000000e+00 	5.000000e+00 	0 	8.321928e+00 	4.500154e+00 	0 	6.000000e+00 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	4.500154e+00 	4.000000e+00 	3 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/748/73  	7.378512e+00 	0 	0 	9 	11 	0 	8.862947e+00 	7.754888e+00 	6.321928e+00 	5.000000e+00 	0 	8 	4.500154e+00 	6 	6.000000e+00 	3 	0 	0 	0 	0 	0 	4 	0 	0 	7.000000e+00 	5.192645e+00 	4 	0 	4.500154e+00 	3 	3 	4 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/3517/73  	8 	0 	0 	10 	11 	0 	9 	7.336283e+00 	6.000000e+00 	5.000000e+00 	0 	8 	4.500154e+00 	6 	6.000000e+00 	3 	0 	0 	0 	0 	0 	4 	0 	0 	7.000000e+00 	0 	4 	0 	4.500154e+00 	3 	3 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
PC/1/73  	7.765535e+00 	3 	0 	9 	1.093899e+01 	0 	10 	0 	9 	0 	0 	7.000000e+00 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	2 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	5.227850e+00 	0 	2.415037e+00 	0 	0 	0 	2.415037e+00 	3.415037e+00 	0 	0 	0 	3.192645e+00 	5.076375e+00 	3 	4.415037e+00 	3.444261e+00 	0 	0 	4 	4 	3.207535e+00 	5.415037e+00 	0 	0 	0 	2.415037e+00 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/5146/74  	7.000000e+00 	0 	0 	8 	10 	0 	10 	7.000000e+00 	0 	0 	5.011315e+00 	0 	0 	6 	0 	3 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	4 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/5930/74  	7.000000e+00 	0 	11 	8 	12 	12 	8 	8 	0 	4 	6.333243e+00 	0 	3.500154e+00 	0 	0 	0 	3 	3 	0 	4 	3 	0 	0 	0 	0 	0 	4 	0 	3.500154e+00 	0 	0 	0 	0 	0 	0 	2.499955e+00 	0 	0 	0 	0 	3 	4 	0 	0 	0 	0 	5.250466e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	3.444261e+00 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/5931/74  	5.678072e+00 	0 	0 	7.862947e+00 	1.049985e+01 	0 	7.000000e+00 	9 	0 	0 	5.596278e+00 	0 	0 	6 	0 	3 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	4 	0 	0 	3 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/7398/74  	6.000000e+00 	0 	0 	8 	12 	0 	9 	7.000000e+00 	0 	0 	5.333243e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/9459/74  	7.584963e+00 	0 	0 	8.292782e+00 	12 	0 	9 	8.666757e+00 	8 	5.000000e+00 	0 	8 	4.500154e+00 	6 	6.000000e+00 	3 	0 	0 	0 	0 	0 	4 	0 	0 	7.000000e+00 	0 	4 	0 	4.500154e+00 	3 	3 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/2600/75  	8 	0 	0 	8 	11 	0 	12 	6.000000e+00 	0 	0 	6.333243e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/2813/75  	7.000000e+00 	0 	10 	8 	11 	12 	8 	7.000000e+00 	0 	4 	7.333243e+00 	0 	3.500154e+00 	0 	0 	0 	3 	3 	0 	4 	3 	0 	0 	0 	0 	0 	4 	0 	3.500154e+00 	0 	0 	0 	0 	0 	0 	2.499955e+00 	0 	0 	0 	0 	3 	4 	0 	0 	0 	0 	5.250466e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	3.444261e+00 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
VI/3/75  	0 	3 	0 	8 	11 	0 	9 	0 	12 	0 	0 	9 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	6.045804e+00 	0 	0 	0 	0 	0 	0 	0 	0 	6.000000e+00 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	5.227850e+00 	0 	0 	0 	0 	0 	2.415037e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/628/76  	5 	0 	0 	6.584963e+00 	9 	0 	7.000000e+00 	7.000000e+00 	0 	0 	1.133324e+01 	0 	0 	8 	0 	8.584963e+00 	0 	0 	0 	0 	0 	8.584963e+00 	0 	0 	0 	0 	9.584963e+00 	0 	0 	8.584963e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/1761/76  	5 	0 	0 	8 	9 	0 	8 	1.066676e+01 	11 	11 	7.333243e+00 	9 	6.500154e+00 	6 	6.000000e+00 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	7.000000e+00 	0 	7.000000e+00 	0 	6.500154e+00 	7.000000e+00 	7 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/2271/76  	5 	0 	0 	6.584963e+00 	10 	0 	8 	8 	0 	0 	12 	0 	0 	9 	0 	8.584963e+00 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	10 	0 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/5029/76  	5 	0 	0 	7.000000e+00 	8 	0 	6.000000e+00 	1.049985e+01 	1.158496e+01 	11 	7.333243e+00 	9 	6.500154e+00 	0 	8.321928e+00 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	6.500154e+00 	7.000000e+00 	7 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/5657/76  	5 	0 	0 	7.000000e+00 	9 	0 	7.000000e+00 	1.049985e+01 	11 	11 	7.626025e+00 	9 	6.500154e+00 	0 	9 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	6.500154e+00 	7.321928e+00 	6.584963e+00 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/6545/76  	0 	0 	0 	7.392317e+00 	9 	0 	7.000000e+00 	1.049985e+01 	11 	1.132193e+01 	6.942053e+00 	9 	6.500154e+00 	6 	8.321928e+00 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	7.000000e+00 	7.192645e+00 	7.000000e+00 	0 	6.500154e+00 	6.498251e+00 	7 	7.000000e+00 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
AM/1609/77  	5 	0 	9 	8 	9 	11 	7.000000e+00 	12 	0 	12 	7.725561e+00 	0 	3.500154e+00 	6 	0 	6.000000e+00 	8 	3 	0 	7.000000e+00 	8 	8 	0 	0 	0 	0 	7.797013e+00 	0 	7.500154e+00 	7.000000e+00 	0 	0 	0 	0 	0 	2.499955e+00 	0 	0 	0 	0 	3 	4 	0 	0 	0 	0 	5.250466e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	3.444261e+00 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BI/3895/77  	5 	0 	0 	8 	9 	0 	8 	1.066676e+01 	1.080735e+01 	11 	7.278102e+00 	9 	6.500154e+00 	6 	9 	0 	0 	0 	0 	0 	0 	7.584963e+00 	0 	0 	7.000000e+00 	0 	7.584963e+00 	0 	6.500154e+00 	7.000000e+00 	7 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
RD/5828/77  	7.584963e+00 	0 	0 	8 	9 	0 	9 	1.049985e+01 	10 	11 	8.495131e+00 	7.584963e+00 	6.307509e+00 	0 	6.000000e+00 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	4.500154e+00 	5.000000e+00 	4.000000e+00 	0 	0 	0 	5.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
RD/8179/77  	7.000000e+00 	0 	0 	8 	10 	0 	8 	1.090328e+01 	11 	12 	7.988595e+00 	9 	6.822082e+00 	0 	8 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	7.000000e+00 	0 	0 	0 	6.500154e+00 	7.000000e+00 	7 	0 	0 	0 	5.000000e+00 	0 	4.000000e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
TE/1/77  	0 	3 	0 	6.000000e+00 	9 	0 	4 	0 	9 	0 	8.965512e+00 	12 	0 	1.066676e+01 	0 	10 	0 	0 	0 	0 	0 	9.632268e+00 	9.045804e+00 	0 	0 	0 	9.501439e+00 	10 	0 	8.501439e+00 	0 	9 	4.000000e+00 	3.333243e+00 	0 	0 	3 	2 	0 	0 	0 	0 	0 	5.227850e+00 	0 	0 	0 	0 	0 	2.415037e+00 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
